features,labels
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.12660461 0.04879687 0.13424905
 0.03248336 0.06110335 0.06984642 0.05555133 0.         0.01309357
 0.00872905 0.         0.00308619 0.00345046 0.0174581  0.14743098
 0.14813689 0.00487969 0.02034863 0.00654679 0.         0.06789607
 0.16872574 0.04364525 0.         0.00308619 0.         0.00654679
 0.12574801 0.02439843 0.02160329 0.         0.         0.
 0.00308619 0.         0.04618164 0.38054618 0.08783436 0.15739544
 0.00690092 0.06110335 0.0172523  0.083327   0.01951875 0.27231374
 0.14234951 0.00975937 0.03703422 0.01868153 0.08947276 0.07472611
 0.11881813 0.00975937 0.1514327  0.0841367  0.00487969 0.15430925
 0.09828732 0.08074371 0.00690092 0.01697402 0.         0.05491069
 0.06110335 0.         0.00154309 0.         0.         0.
 0.02160329 0.00487969 0.07906391 0.30133393 0.03415781 0.10955957
 0.03391259 0.0698324  0.01320983 0.07252535 0.02927812 0.26738927
 0.09463641 0.01951875 0.19134348 0.0290329  0.01964036 0.03534182
 0.03394804 0.         0.01527584 0.00436452 0.         0.05709442
 0.08769072 0.10911312 0.         0.00154309 0.         0.00436452
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.2496345  0.00975937 0.09104246
 0.04914366 0.04800977 0.01380184 0.05246515 0.01463906 0.26216815
 0.04886637 0.00487969 0.19134348 0.09197841 0.00436452 0.
 0.         0.         0.01091131 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
"[0.00454991 0.         0.02895546 0.08360428 0.01364974 0.00359702
 0.00321727 0.         0.00227496 0.01952171 0.         0.07238866
 0.16510147 0.19564622 0.02158213 0.04182456 0.00508696 0.03713765
 0.07279859 0.         0.03539001 0.09439534 0.13194745 0.06772625
 0.07399729 0.01526087 0.14077282 0.         0.         0.
 0.         0.         0.         0.00482591 0.         0.01534098
 0.17372973 0.02034783 0.30081509 0.08930838 0.15469701 0.03895008
 0.08043184 0.         0.14194026 0.18737947 0.02034783 0.28633736
 0.19115339 0.10009807 0.00719404 0.04021592 0.         0.12623011
 0.28953796 0.04069565 0.33620512 0.18457651 0.12057267 0.02666909
 0.04182456 0.00508696 0.19865953 0.02634658 0.         0.00321727
 0.         0.         0.         0.00321727 0.00508696 0.04814325
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.11464079 0.01017391 0.09973549
 0.0671091  0.10009807 0.01587802 0.02895546 0.         0.08983081
 0.14098737 0.02543478 0.17373278 0.16361153 0.03867425 0.01079106
 0.0305641  0.         0.13569911 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00454991 0.         0.07560593 0.1117633  0.10009807 0.
 0.00160864 0.         0.00454991 0.00227496 0.         0.06273684
 0.13755959 0.05004903 0.         0.         0.         0.00454991
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.         0.         0.01537831 0.05099043 0.         0.
 0.         0.         0.00434964 0.01304893 0.         0.05536191
 0.11573562 0.07829356 0.14206521 0.10149683 0.         0.00869928
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.04996361 0.         0.6335863  0.05786781 0.02609785 0.
 0.         0.         0.00869928 0.06777238 0.         0.02768095
 0.01375478 0.08699285 0.07162259 0.07074021 0.01945219 0.12096959
 0.04855192 0.         0.02768095 0.01375478 0.28272675 0.09628343
 0.06458889 0.         0.02750955 0.04349642 0.0097261  0.02460529
 0.         0.         0.         0.14455609 0.0097261  0.14201196
 0.02933145 0.         0.16608572 0.15297128 0.04784606 0.
 0.00615132 0.         0.00434964 0.00434964 0.         0.14455609
 0.08822608 0.20008354 0.07849998 0.04921058 0.         0.00434964
 0.00869928 0.         0.21837196 0.16387734 0.15658712 0.02063216
 0.01230265 0.         0.00869928 0.05037381 0.         0.02768095
 0.02348087 0.01304893 0.         0.         0.         0.04349642
 0.06230669 0.         0.29833918 0.05786781 0.06959428 0.01375478
 0.07074021 0.01945219 0.11156446 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07534239 0.01127673 0.19434778
 0.08304138 0.02521553 0.         0.00178301 0.         0.
 0.09299325 0.01691509 0.16047064 0.01196078 0.06051727 0.00797385
 0.01248105 0.00563836 0.04726252 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.17937305 0.01127673 0.247838   0.16209583 0.36814672 0.08867975
 0.09806539 0.         0.18148541 0.0911851  0.00563836 0.06953728
 0.04152069 0.02773708 0.00797385 0.03031112 0.         0.06637876
 0.23045108 0.03383018 0.20861184 0.23744671 0.21181044 0.0478431
 0.11054644 0.00563836 0.29723903 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.02017242 0.         0.10698042 0.2397822  0.08321124 0.0159477
 0.01604706 0.01127673 0.04913708 0.0533618  0.         0.03922616
 0.04550762 0.05043106 0.02722443 0.22465891 0.01691509 0.14107415
 0.03530174 0.00563836 0.03387714 0.05114598 0.23198286 0.0710806
 0.03566014 0.00563836 0.05734873 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00252155 0.         0.00178301 0.01759914 0.00504311 0.
 0.         0.         0.00252155 0.08719817 0.00563836 0.00891504
 0.00398693 0.01008621 0.07905445 0.15333861 0.00563836 0.06443779
 0.         0.         0.         0.         0.         0.
 0.00713203 0.         0.09265047 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.29004765 0.03574407 0.20345883 0.04561453 0.10656824 0.11650393
 0.07158737 0.         0.04795571 0.01065682 0.         0.27504621
 0.14526854 0.12788189 0.15020376 0.05651634 0.         0.01598524
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.23517449 0.03574407 0.14694249
 0.15862872 0.20780806 0.         0.01507102 0.         0.09591141
 0.13530184 0.01191469 0.05274858 0.         0.01065682 0.
 0.         0.         0.06394094 0.         0.         0.00376776
 0.00842496 0.0426273  0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.09764078 0.         0.01130327
 0.         0.33036156 0.07931436 0.07535512 0.02382938 0.07632713
 0.0426273  0.         0.05651634 0.11999366 0.25576377 0.10807897
 0.07535512 0.02382938 0.10693042 0.03197047 0.         0.41445319
 0.30040752 0.03197047 0.         0.01130327 0.         0.02664206
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.03676203
 0.         0.         0.         0.         0.         0.
 0.00945261 0.         0.16710013 0.04046012 0.04726306 0.10024368
 0.14036412 0.         0.01417892 0.01417892 0.         0.33754227
 0.10024368 0.01890522 0.         0.003342   0.         0.01417892
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.31047455 0.0528417  0.21388817
 0.09586614 0.10397872 0.02241884 0.04678804 0.         0.10199906
 0.01417892 0.         0.         0.         0.01890522 0.16493588
 0.06684006 0.         0.00945261 0.         0.         0.10694408
 0.11390742 0.06616828 0.         0.         0.         0.
 0.10155334 0.01056834 0.08020807 0.03736473 0.22686267 0.06597435
 0.08355007 0.03170502 0.08264812 0.11892461 0.         0.04678804
 0.05978356 0.11343133 0.         0.02673602 0.01056834 0.1732149
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01417892 0.         0.20386216
 0.24094748 0.12288394 0.         0.01002601 0.         0.00945261
 0.         0.         0.         0.         0.15124179 0.06725651
 0.03007802 0.         0.         0.         0.         0.00668401
 0.01494589 0.37810444 0.05978356 0.02673602 0.         0.
 0.         0.         0.03676203 0.10024368 0.340294   0.01494589
 0.00668401 0.         0.         0.00472631 0.         0.01671001
 0.04046012 0.         0.         0.         0.         0.00945261]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.27148326 0.03021583 0.33442794 0.01424388 0.05405172 0.08129134
 0.16880649 0.         0.07657327 0.04126974 0.         0.06051554
 0.13409492 0.27476291 0.2544521  0.12103107 0.         0.02702586
 0.0682956  0.         0.06051554 0.02848776 0.15314654 0.02848776
 0.01592514 0.         0.0450431  0.24257072 0.05035972 0.2038418
 0.02848776 0.22071119 0.01424388 0.00955508 0.         0.03603448
 0.01424388 0.01007194 0.00637006 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.17335663 0.02014389 0.0796257  0.0356097  0.10810344 0.10560716
 0.19110168 0.05035972 0.20257534 0.         0.         0.
 0.         0.02702586 0.00712194 0.00318503 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.02866525
 0.06409746 0.06306034 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00637006
 0.01424388 0.3153017  0.06409746 0.02866525 0.         0.
 0.00900862 0.         0.0222952  0.04273164 0.1801724  0.18689851
 0.11147599 0.         0.00900862 0.00900862 0.         0.09873587
 0.21833625 0.07206896 0.         0.00637006 0.         0.00900862]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.19034242 0.02277639 0.05762021
 0.00322107 0.01426028 0.00322107 0.01872657 0.         0.12033222
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01610534 0.00455528 0.08498982 0.02521589 0.0346321  0.
 0.         0.         0.         0.20303457 0.01822111 0.06770375
 0.00322107 0.04074364 0.00322107 0.01584556 0.00911056 0.09148108
 0.06026217 0.00911056 0.07922779 0.08963725 0.2057554  0.04320809
 0.06338224 0.00455528 0.09214226 0.         0.         0.
 0.         0.         0.         0.00144051 0.         0.
 0.04358047 0.00455528 0.09075183 0.12074263 0.16704894 0.04132124
 0.04177465 0.         0.01222309 0.11435915 0.01366583 0.21463529
 0.14839803 0.16704894 0.05365286 0.06194173 0.00455528 0.07347703
 0.08294812 0.00911056 0.27513652 0.26992224 0.41354798 0.0445423
 0.05185819 0.         0.07077867 0.1118529  0.01366583 0.02304808
 0.         0.00407436 0.01288427 0.03169112 0.00455528 0.14103462
 0.08058035 0.01366583 0.11524043 0.1408506  0.11611938 0.02576854
 0.05185819 0.00455528 0.09569392 0.06158452 0.00455528 0.06626324
 0.05475815 0.1833464  0.06787134 0.03169112 0.00455528 0.04311142
 0.12316905 0.01822111 0.12100245 0.10141623 0.29335423 0.03865281
 0.03457213 0.00455528 0.09351826 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02587201 0.         0.21659764
 0.12280996 0.01351391 0.         0.00318526 0.         0.00450464
 0.01351391 0.         0.06051993 0.12280996 0.07657883 0.09849238
 0.35356381 0.         0.03037664 0.         0.         0.
 0.         0.         0.         0.03503786 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.42027464 0.01007267 0.06051993
 0.         0.         0.         0.         0.         0.29730605
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01351391 0.         0.06370519
 0.1400051  0.10360665 0.07000255 0.28030284 0.         0.03488128
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.23570314 0.         0.01911156
 0.         0.00900927 0.         0.09237253 0.05036337 0.35489809
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.06689045
 0.09849238 0.24325041 0.         0.00318526 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.03488128 0.02014535 0.03822312
 0.01007267 0.01801855 0.02431759 0.12103986 0.03021803 0.11511512
 0.02775883 0.         0.07326097 0.17978962 0.20721331 0.03561228
 0.02548208 0.         0.01351391 0.00450464 0.         0.02229682
 0.05280742 0.0360371  0.         0.         0.         0.00450464]",0
"[0.14944268 0.01689625 0.09617515 0.02389491 0.04155929 0.01194745
 0.01335766 0.         0.09287042 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.11886144 0.0337925  0.26181013 0.15326706 0.00755623 0.
 0.         0.         0.01133435 0.01133435 0.00844813 0.0667883
 0.10650216 0.         0.         0.00267153 0.         0.01889058
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.18599764 0.00844813 0.10686128
 0.09805403 0.44203968 0.17118824 0.2003649  0.0337925  0.14760337
 0.         0.         0.00534306 0.02636931 0.06044987 0.
 0.         0.         0.         0.16103383 0.04224063 0.1335766
 0.06221168 0.07556234 0.00844813 0.03472992 0.00844813 0.03839427
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.08434478 0.01689625 0.03740145
 0.05376355 0.40803663 0.17118824 0.12556201 0.01689625 0.07081482
 0.         0.         0.02671532 0.05973727 0.28713689 0.01194745
 0.00534306 0.         0.         0.03145114 0.         0.29654007
 0.13287148 0.07178422 0.         0.00267153 0.         0.00377812
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.08389363 0.0164863  0.07298798
 0.02881059 0.08355953 0.02103887 0.06603674 0.         0.06081024
 0.01720343 0.         0.03475618 0.03819188 0.00491527 0.01165758
 0.01216466 0.00549543 0.00634349 0.01371639 0.         0.01216466
 0.00388586 0.00983053 0.00777172 0.00868905 0.         0.03480568
 0.13338038 0.03846804 0.11295759 0.         0.0073729  0.
 0.00521343 0.         0.0147458  0.21534464 0.00549543 0.06777455
 0.01554344 0.03932213 0.00938129 0.02954275 0.00549543 0.10544646
 0.33490631 0.02747717 0.46747062 0.12395695 0.12533929 0.03430602
 0.09210388 0.01099087 0.32371226 0.01863166 0.         0.00173781
 0.         0.         0.         0.01042685 0.         0.05875143
 0.01268699 0.         0.11643321 0.08415549 0.0147458  0.
 0.         0.         0.0073729  0.03623391 0.         0.01042685
 0.00388586 0.         0.         0.00173781 0.         0.00388586
 0.17562369 0.04396348 0.32844591 0.17219682 0.0663561  0.01165758
 0.07820141 0.01099087 0.14128155 0.         0.         0.
 0.         0.         0.         0.         0.         0.00491527
 0.02148811 0.         0.19637241 0.17447311 0.0073729  0.
 0.         0.         0.01228817 0.00245763 0.         0.02432933
 0.04663031 0.15728852 0.02331515 0.01216466 0.         0.
 0.0147458  0.         0.01216466 0.         0.06635609 0.19939785
 0.14076254 0.01099087 0.04194681 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.0486725  0.         0.05692218
 0.06088355 0.17398414 0.10123776 0.07895658 0.01161314 0.04239125
 0.01038711 0.         0.0110172  0.01642347 0.1194518  0.23532246
 0.11935296 0.         0.01449298 0.00259678 0.         0.04223259
 0.08141288 0.1661938  0.         0.0018362  0.         0.00259678
 0.14057904 0.01161314 0.11200817 0.0988326  0.20514548 0.04035421
 0.02937919 0.         0.10060806 0.12868284 0.01161314 0.14322355
 0.15291332 0.5349363  0.1094495  0.11935296 0.         0.10211715
 0.03786398 0.01161314 0.05692218 0.05507697 0.33498438 0.08962462
 0.09548238 0.         0.05126927 0.         0.         0.0073448
 0.03214248 0.15580669 0.04516453 0.03488779 0.         0.01968654
 0.0843611  0.00580657 0.05141358 0.05918284 0.04674201 0.00410587
 0.0146896  0.         0.06123499 0.04432174 0.00580657 0.12118917
 0.16282576 0.29083915 0.05437252 0.05508598 0.         0.01298389
 0.01340529 0.00580657 0.05324978 0.07249669 0.08050012 0.03044177
 0.02019819 0.         0.01859885 0.         0.         0.0110172
 0.00991244 0.00519356 0.00410587 0.0128534  0.         0.00259678
 0.01751116 0.         0.03856019 0.00410587 0.00259678 0.
 0.0036724  0.         0.00779033 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.3890622  0.01450586 0.07339448
 0.01025719 0.01946165 0.02263872 0.03899082 0.00725293 0.30187606
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00229358
 0.         0.00324361 0.         0.00229358 0.         0.
 0.12672121 0.         0.01605504 0.         0.         0.
 0.         0.         0.02594887 0.3173115  0.03626465 0.19724767
 0.02776731 0.05189774 0.04014884 0.05733944 0.00725293 0.17568123
 0.07859344 0.         0.30963297 0.27767312 0.07135939 0.
 0.00917431 0.         0.02919248 0.07837297 0.01450586 0.18577979
 0.07692893 0.14596239 0.05853889 0.08944953 0.00725293 0.1099768
 0.0758762  0.01450586 0.11467888 0.07604901 0.1524496  0.
 0.00458716 0.         0.02594887 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.05053912 0.         0.00917431 0.01025719 0.         0.
 0.00229358 0.         0.04080829 0.14105427 0.02175879 0.05733944
 0.09868772 0.06487217 0.         0.02293578 0.01450586 0.16428589
 0.00324361 0.         0.08486237 0.19224684 0.12325713 0.
 0.00688073 0.         0.         0.00324361 0.         0.05275228
 0.12220636 0.18164208 0.         0.00229358 0.         0.00324361
 0.03296245 0.         0.10321099 0.09443905 0.15569321 0.02051438
 0.01605504 0.         0.00324361 0.         0.         0.
 0.         0.         0.         0.00229358 0.         0.03107746]",5
"[0.         0.         0.06203138 0.11881152 0.20352344 0.
 0.00248126 0.         0.         0.00350902 0.         0.06699389
 0.12110969 0.14036099 0.07117539 0.03225632 0.         0.00701805
 0.00701805 0.         0.00496251 0.         0.06316245 0.2759032
 0.12902528 0.         0.00701805 0.00350902 0.         0.
 0.         0.         0.01664477 0.0496251  0.         0.02921107
 0.04030758 0.01569284 0.04714385 0.02774128 0.19650539 0.04438604
 0.02977506 0.         0.01052707 0.00350902 0.         0.00744377
 0.02449118 0.0561444  0.06332897 0.06699389 0.         0.00350902
 0.03362045 0.         0.01985004 0.00554826 0.0421083  0.01894293
 0.02481255 0.00784642 0.03916871 0.20433139 0.02353925 0.05210636
 0.0466842  0.04912635 0.09336841 0.11413774 0.00784642 0.16957206
 0.04936486 0.         0.06451264 0.05778072 0.04561732 0.02219302
 0.04714385 0.         0.05524404 0.0873947  0.00784642 0.08436268
 0.06562714 0.26317686 0.25236395 0.15135657 0.         0.07425896
 0.13097279 0.         0.03721883 0.01664477 0.1965054  0.05778072
 0.31015691 0.01569284 0.14467797 0.08184644 0.01569284 0.01985004
 0.00784642 0.11930684 0.11001317 0.07691891 0.00784642 0.09588254
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01754512 0.         0.00248126 0.         0.01052707 0.22137259
 0.35481949 0.01569284 0.05434368 0.05671383 0.00784642 0.01736879
 0.01894293 0.03859928 0.01664477 0.09676895 0.00784642 0.10607869]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.10034747 0.         0.20435437
 0.09148026 0.05619458 0.00634653 0.01986778 0.         0.12741486
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.06888765 0.00897535 0.05108859
 0.07615837 0.24886173 0.04070801 0.07095638 0.0179507  0.07523418
 0.0040139  0.         0.12488323 0.22892616 0.14450036 0.
 0.00283826 0.         0.0040139  0.14048646 0.         0.11069195
 0.13481709 0.03211119 0.         0.03973557 0.         0.19592398
 0.17455175 0.         0.13339799 0.11577749 0.06422238 0.04070801
 0.0823094  0.00897535 0.15849616 0.         0.         0.06244161
 0.07878719 0.12844476 0.         0.         0.         0.0040139
 0.02006949 0.00897535 0.17313356 0.20725774 0.11238917 0.02538613
 0.0255443  0.         0.03845772 0.20075637 0.0359014  0.42006177
 0.01903959 0.02006949 0.         0.         0.         0.0040139
 0.11032937 0.00897535 0.07947114 0.10417332 0.08027798 0.03064376
 0.06244161 0.0179507  0.09996894 0.02408339 0.         0.20435437
 0.28604496 0.03211119 0.         0.00283826 0.         0.02006949
 0.11694873 0.0359014  0.06244161 0.00897535 0.08429188 0.11314867
 0.05108859 0.         0.0120417  0.00634653 0.00897535 0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.14936835 0.01660431 0.03938058
 0.01174102 0.16336481 0.33302186 0.19952827 0.03320862 0.1042118
 0.01113851 0.         0.03412984 0.0587051  0.21534453 0.07287776
 0.06300893 0.         0.03773088 0.02227702 0.00830216 0.08663728
 0.11883463 0.05940539 0.         0.00525074 0.         0.02970269
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.09773878 0.02490647 0.21265514
 0.15305047 0.2933141  0.09292094 0.09976414 0.         0.11785812
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.13502173 0.04151077 0.09188802
 0.01174102 0.03341553 0.         0.00787612 0.         0.01485135
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.13607216 0.00830216 0.07351041
 0.09879145 0.16336481 0.06356839 0.04463132 0.         0.05629506
 0.1839889  0.02490647 0.31241928 0.14231668 0.13737496 0.05526624
 0.06038355 0.         0.19427253 0.07200128 0.02490647 0.36755209
 0.02935255 0.00371284 0.         0.         0.         0.00371284
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.03712837 0.         0.
 0.         0.         0.         0.         0.         0.
 0.01485135 0.         0.17589993 0.04352522 0.02598986 0.00830216
 0.03150446 0.00830216 0.08564761 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.0446573  0.         0.08987108
 0.         0.00941459 0.         0.         0.         0.
 0.0446573  0.         0.09985676 0.02232865 0.05648751 0.02232865
 0.3628129  0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.28842471 0.08420661 0.23299911
 0.02232865 0.00941459 0.         0.01997135 0.01052583 0.12468128
 0.01412188 0.         0.         0.         0.01882917 0.07751178
 0.1364709  0.         0.01412188 0.         0.         0.01331423
 0.02977153 0.41424177 0.01488577 0.00665712 0.         0.
 0.1105594  0.         0.0965282  0.12961196 0.2636084  0.05082319
 0.04659982 0.02105165 0.0619587  0.04707293 0.         0.10318532
 0.23253533 0.2636084  0.13577785 0.0965282  0.         0.05178022
 0.07684446 0.         0.10984244 0.11780913 0.11768232 0.16554939
 0.1364709  0.         0.06666599 0.01488577 0.         0.09319964
 0.17299227 0.24477923 0.02232865 0.03661415 0.         0.01412188
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01412188 0.         0.00332856 0.         0.         0.
 0.         0.         0.04039393 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1
"[0.00556133 0.         0.03342589 0.08899922 0.1445947  0.03517297
 0.02162852 0.         0.00278067 0.02664196 0.         0.01572983
 0.00439662 0.22245339 0.0985468  0.05702063 0.00621776 0.03103858
 0.03776463 0.         0.01769606 0.02820087 0.38373209 0.17693164
 0.09044652 0.01243552 0.016684   0.15661985 0.         0.03145966
 0.01758648 0.10010402 0.04139073 0.08061538 0.00621776 0.19089034
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00196623
 0.         0.03336801 0.01318986 0.00589869 0.         0.
 0.02942263 0.         0.02359474 0.03077635 0.32255741 0.24759004
 0.24184614 0.00621776 0.0270932  0.13734419 0.01865328 0.05702063
 0.02637973 0.2641634  0.14615529 0.1985891  0.00621776 0.18480454
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.10378717 0.00621776 0.0412908  0.04139073 0.22801472 0.25638328
 0.2674071  0.00621776 0.04933854 0.01273862 0.         0.01572983
 0.00879324 0.02224534 0.04139073 0.05702063 0.         0.07436455
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00240517
 0.00537812 0.02040852 0.00537812 0.00240517 0.         0.
 0.01755907 0.         0.10342219 0.11424541 0.170071   0.01075623
 0.02405167 0.         0.01075623 0.08384198 0.00760581 0.07696535
 0.05600886 0.12925396 0.05508612 0.13709452 0.         0.10622719
 0.07166102 0.         0.15874103 0.19491716 0.63946695 0.06046424
 0.06493951 0.00760581 0.02721136 0.12782924 0.01521161 0.10101702
 0.14466864 0.17347242 0.0645374  0.20684437 0.03042322 0.24109046
 0.00680284 0.         0.1250687  0.07214321 0.14285964 0.06676509
 0.02645684 0.         0.00680284 0.00340142 0.         0.03367234
 0.10348917 0.2380994  0.         0.         0.         0.00680284
 0.         0.         0.04810334 0.10126148 0.21088804 0.01075623
 0.0072155  0.         0.         0.05410195 0.00760581 0.03367234
 0.03134596 0.170071   0.04302494 0.02645684 0.         0.0340142 ]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.03830438 0.00902843 0.07423105
 0.05107251 0.03230109 0.         0.00285504 0.         0.
 0.         0.         0.071376   0.17501409 0.19380656 0.
 0.         0.         0.00403764 0.00403764 0.         0.0999264
 0.21067411 0.13727964 0.         0.00285504 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.34795376 0.         0.09421632
 0.         0.         0.         0.         0.         0.13727964
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.03999559 0.00902843 0.1770125
 0.1367097  0.15746783 0.         0.00285504 0.         0.00807527
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.29840432 0.         0.0142752
 0.         0.         0.         0.03426048 0.         0.34309279
 0.42232244 0.01805686 0.13418689 0.02179656 0.06863982 0.01541249
 0.03997056 0.01805686 0.23849501 0.04637966 0.         0.01713024
 0.         0.00403764 0.         0.         0.         0.01615055
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.03633873 0.         0.00571008
 0.         0.0767151  0.05371688 0.11420161 0.01805686 0.13679254
 0.24466641 0.03611372 0.13418689 0.00902843 0.04037637 0.04997718
 0.10849153 0.         0.09079366 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
