features,labels
"[0.07961494 0.         0.05655021 0.0446442  0.26277197 0.11836246
 0.07540028 0.         0.07899694 0.03267946 0.         0.04039301
 0.03010717 0.18279789 0.15698523 0.16157203 0.01703119 0.07801979
 0.01142487 0.         0.00269287 0.         0.00761658 0.1073527
 0.18850072 0.00851559 0.0174463  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.18722419 0.         0.02154294
 0.0180643  0.03046632 0.00602143 0.05385735 0.01703119 0.21573621
 0.09963353 0.01703119 0.0161572  0.00851559 0.08378237 0.25831648
 0.47394466 0.         0.14116557 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.12938156 0.00851559 0.21004364 0.06270851 0.17137303 0.13393261
 0.28544393 0.00851559 0.11450754 0.22865593 0.05109357 0.18850072
 0.04713836 0.09139895 0.08576113 0.05655021 0.         0.13390813
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07414655 0.00681602 0.01939874
 0.00963931 0.05486793 0.1573948  0.12716953 0.01363205 0.05231437
 0.00304822 0.         0.00431083 0.         0.12802516 0.15539843
 0.10345996 0.         0.01268753 0.07670011 0.         0.1788995
 0.24215224 0.14936269 0.02127499 0.04741914 0.         0.06145902
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.13865379 0.02044807 0.07975038
 0.09838948 0.50295599 0.09756256 0.09483829 0.00681602 0.1168216
 0.01219287 0.         0.00646625 0.         0.         0.
 0.00215542 0.         0.02438574 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07719477 0.00681602 0.09268287
 0.15057878 0.22556814 0.01645533 0.05819622 0.00681602 0.06578402
 0.05812334 0.01363205 0.12285869 0.00963931 0.05791614 0.03573396
 0.09699371 0.         0.04621793 0.04111081 0.         0.23925115
 0.19230185 0.03657862 0.         0.00646625 0.         0.00914465
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.18145576 0.         0.42461688 0.05618203 0.01524109 0.00681602
 0.01077708 0.00681602 0.0584108  0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07188705 0.02075884 0.13129043
 0.02505813 0.         0.         0.00328226 0.         0.0278509
 0.0278509  0.         0.06564521 0.10883114 0.06498544 0.26777854
 0.17395981 0.         0.0278509  0.00464182 0.         0.09518556
 0.18956406 0.22280724 0.01037942 0.02954035 0.         0.00464182
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.33829268 0.03113826 0.13457268
 0.05011627 0.00464182 0.         0.03282261 0.01037942 0.2335974
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.12877988 0.         0.11487912 0.15286729 0.21352362 0.01037942
 0.03610487 0.01037942 0.08819453 0.01392545 0.01037942 0.13129043
 0.27763636 0.30635995 0.04403615 0.03282261 0.         0.02320909
 0.03249272 0.         0.06892747 0.14856798 0.19031452 0.05745563
 0.08533878 0.01037942 0.10318876 0.01856727 0.         0.25601632
 0.32649341 0.07426908 0.         0.00984678 0.         0.0278509
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.0032952
 0.         0.00466011 0.         0.0032952  0.         0.
 0.         0.         0.03295197 0.06631456 0.09320224 0.00736828
 0.01647598 0.         0.03142507 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.05272315 0.11789254 0.31688761 0.
 0.         0.         0.         0.00932022 0.         0.09556071
 0.2007315  0.2283455  0.00736828 0.0032952  0.         0.00932022
 0.14207206 0.02084065 0.19112141 0.17431042 0.22368539 0.26704606
 0.19112141 0.01042033 0.08854213 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.0032952  0.         0.33552806 0.1135763
 0.04283756 0.         0.         0.21858579 0.01042033 0.11533189
 0.03989346 0.18640448 0.06631456 0.10544629 0.02084065 0.23993441
 0.28307112 0.02084065 0.11862708 0.07547068 0.14912358 0.16083806
 0.1087415  0.         0.15649187 0.         0.         0.
 0.         0.         0.         0.0032952  0.         0.13785142
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00466011 0.         0.0032952
 0.01778861 0.09786235 0.00736828 0.00988559 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07709677 0.00896471 0.34585663
 0.12569255 0.02806398 0.         0.00283489 0.         0.0200457
 0.00400914 0.         0.00850467 0.         0.05211883 0.1589257
 0.2693146  0.01792942 0.09378393 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.3781604  0.         0.01133956
 0.         0.         0.         0.00566978 0.         0.36548238
 0.         0.         0.00283489 0.         0.00801828 0.07760619
 0.01700934 0.         0.         0.         0.         0.03118379
 0.06339008 0.23253015 0.06864148 0.05669781 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.26758372 0.         0.02551401
 0.00633901 0.05612797 0.02535603 0.07654204 0.00896471 0.3466323
 0.05705107 0.         0.26080991 0.11192694 0.11626507 0.
 0.00566978 0.         0.         0.         0.         0.0283489
 0.07869379 0.24054843 0.05705107 0.0283489  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.06414625 0.00896471 0.01417445
 0.05225016 0.02806398 0.01792942 0.09355139 0.01792942 0.09584129
 0.00400914 0.         0.02551401 0.04065975 0.01603656 0.
 0.         0.         0.00400914 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01180644 0.         0.01584001
 0.         0.00373352 0.         0.         0.         0.
 0.20731693 0.02504525 0.16368006 0.04376775 0.15680805 0.03541933
 0.02112001 0.         0.0597364  0.10358074 0.00834842 0.19272007
 0.18789025 0.31734962 0.19868385 0.14256005 0.01669683 0.0619061
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.31533539 0.01669683 0.09240003
 0.04376775 0.0298682  0.         0.00528    0.         0.21654445
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.06997902 0.00834842 0.06072002 0.09099351 0.35841843 0.0319613
 0.07392002 0.00834842 0.04914169 0.05600287 0.01669683 0.07920002
 0.14066447 0.18667625 0.01770966 0.01848001 0.         0.08430725
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00792
 0.01770966 0.0448023  0.         0.         0.         0.
 0.11008983 0.         0.05808002 0.02605808 0.149341   0.04376775
 0.07656003 0.         0.07154284 0.         0.         0.03432001
 0.07674188 0.2688138  0.00590322 0.00264    0.         0.
 0.         0.         0.03168001 0.07083865 0.2837479  0.
 0.         0.         0.         0.00373352 0.         0.07656003
 0.17363861 0.09707165 0.         0.00264    0.         0.00373352]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.08586469 0.00684051 0.03028423
 0.02418486 0.11318928 0.10357995 0.2098265  0.01368102 0.12199773
 0.0305917  0.         0.01946844 0.00967394 0.18355019 0.11159411
 0.25092653 0.03420256 0.10748682 0.02802896 0.         0.14709486
 0.30341322 0.20190521 0.03102537 0.03677371 0.         0.02802896
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.11033805 0.00684051 0.05191583
 0.0338588  0.32121283 0.31308714 0.16656329 0.02736205 0.09909424
 0.01223668 0.         0.00648948 0.         0.01835502 0.00967394
 0.01297896 0.         0.05250232 0.00611834 0.         0.10383167
 0.08823915 0.01835502 0.         0.00216316 0.         0.00611834
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07619075 0.01368102 0.06705795
 0.12693493 0.22026023 0.01651446 0.01946844 0.00684051 0.04076208
 0.16561105 0.01368102 0.06273163 0.02902183 0.06424257 0.03586235
 0.07787375 0.         0.15395136 0.10769475 0.00684051 0.1341159
 0.07172469 0.00611834 0.         0.00216316 0.         0.00611834
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.36065979 0.03420256 0.12978958 0.00684051 0.01223668 0.00684051
 0.01946844 0.00684051 0.14171468 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.33540679 0.         0.14854758 0.07552693 0.21883125 0.09426024
 0.17021077 0.01467965 0.33505166 0.01221328 0.         0.00618948
 0.00346003 0.00875325 0.00346003 0.00618948 0.         0.01221328
 0.01877821 0.         0.07427379 0.01730013 0.0175065  0.00692005
 0.01237896 0.         0.03353492 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.16879755 0.00978643 0.08046327 0.05071309 0.13786369 0.03746664
 0.08665275 0.00978643 0.15404084 0.1195317  0.01957286 0.17949499
 0.09426024 0.10941562 0.04784672 0.05106323 0.         0.08732613
 0.12497367 0.03914572 0.21663189 0.12742731 0.10941562 0.00692005
 0.02166319 0.         0.00437662 0.         0.         0.
 0.         0.         0.         0.00928422 0.         0.0506863
 0.18630405 0.         0.05570534 0.02422018 0.23414945 0.03746664
 0.05106323 0.00489322 0.22462833 0.0175065  0.         0.00618948
 0.00346003 0.07221431 0.01038008 0.01547371 0.         0.0516029
 0.07419626 0.00489322 0.15164231 0.24066677 0.210078   0.00346003
 0.02785267 0.         0.04849799 0.04193305 0.00489322 0.05570534
 0.03460026 0.04376625 0.0291134  0.04177901 0.00489322 0.07236306
 0.00218831 0.         0.06344219 0.12683366 0.07440262 0.
 0.00309474 0.         0.00218831 0.         0.         0.01083159
 0.02422018 0.17068837 0.0138401  0.00618948 0.         0.
 0.00218831 0.         0.03558952 0.06860687 0.1225455  0.0138401
 0.00618948 0.         0.00437662 0.04157794 0.00489322 0.03404215
 0.02076015 0.         0.         0.00154737 0.         0.04376625]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00594147 0.         0.07562262 0.17882542 0.01782442 0.
 0.00210063 0.         0.00594147 0.00891221 0.         0.17435215
 0.19875373 0.05941474 0.         0.00420126 0.         0.01188295
 0.04974029 0.00664277 0.00630188 0.         0.         0.
 0.         0.         0.         0.13685583 0.01992831 0.20586156
 0.33221948 0.3535177  0.01878859 0.0966289  0.01992831 0.13934448
 0.01485369 0.00664277 0.04411319 0.06025702 0.04753179 0.00469715
 0.00840251 0.         0.03143378 0.         0.         0.01050314
 0.0093943  0.01782442 0.         0.00210063 0.         0.
 0.06852888 0.01328554 0.06301885 0.03677128 0.04456106 0.03207413
 0.04411319 0.00664277 0.04725163 0.07599484 0.01328554 0.38861622
 0.33611072 0.10694653 0.03012851 0.04411319 0.00664277 0.1079107
 0.02721872 0.01328554 0.03361005 0.0093943  0.01782442 0.00469715
 0.01050314 0.         0.03440452 0.11550035 0.01328554 0.28568544
 0.01878859 0.04753179 0.04421995 0.04411319 0.         0.06334965
 0.04849596 0.00664277 0.0966289  0.01133992 0.         0.02267983
 0.05251571 0.01328554 0.03067154 0.0370951  0.         0.13654084
 0.17996515 0.09803432 0.         0.00630188 0.         0.02079516
 0.02597439 0.         0.03571068 0.02818288 0.18418569 0.04697148
 0.04201257 0.         0.01409144 0.01830651 0.         0.06091822
 0.04616557 0.03267811 0.         0.00210063 0.         0.00297074]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00763114 0.         0.14839092
 0.07239538 0.01526229 0.         0.00269802 0.         0.00763114
 0.026709   0.         0.14029687 0.07136029 0.04578686 0.18245229
 0.1295048  0.         0.026709   0.00381557 0.         0.11061868
 0.09195807 0.18314744 0.06886137 0.02698017 0.         0.00381557
 0.05022162 0.         0.2266334  0.20908301 0.11828272 0.01809885
 0.02698017 0.         0.04099228 0.17629435 0.03412751 0.22933141
 0.2694125  0.19077859 0.01809885 0.0323762  0.         0.08394258
 0.00381557 0.         0.01349008 0.03266367 0.14499173 0.12462174
 0.18886117 0.00853188 0.07780915 0.         0.         0.
 0.         0.         0.         0.00269802 0.         0.
 0.00763114 0.         0.01888612 0.         0.00381557 0.
 0.         0.         0.00603295 0.24347693 0.00853188 0.03507421
 0.         0.         0.00603295 0.01079207 0.         0.13576239
 0.10869356 0.01706376 0.11601471 0.03266367 0.28998345 0.08092726
 0.20504927 0.01706376 0.20877696 0.15643844 0.         0.21044529
 0.11608986 0.06486472 0.03869662 0.1456929  0.00853188 0.21455055
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00311814 0.         0.06173599 0.01479063 0.         0.
 0.         0.         0.00311814 0.05300835 0.         0.01984371
 0.05134425 0.02494511 0.00493021 0.00881943 0.         0.06417483
 0.01559069 0.         0.29545077 0.14994843 0.08107159 0.
 0.00220486 0.         0.01559069 0.         0.         0.00440971
 0.00986042 0.26815987 0.05916251 0.02645828 0.         0.
 0.09767429 0.00697237 0.13229139 0.16389317 0.2619236  0.02958125
 0.03968742 0.         0.07222318 0.26626568 0.02788947 0.07937484
 0.01972084 0.08730787 0.01479063 0.0352777  0.01394474 0.2590174
 0.06619885 0.01394474 0.09039912 0.08296766 0.04989021 0.
 0.015434   0.         0.0205209  0.09455615 0.00697237 0.03748256
 0.02380515 0.09666228 0.22629412 0.29986049 0.00697237 0.12674954
 0.12443147 0.         0.0661457  0.06613488 0.19956084 0.05627446
 0.06835056 0.00697237 0.09716829 0.13951615 0.02091711 0.06394084
 0.10761872 0.09354414 0.04930209 0.04850685 0.         0.15017663
 0.1666151  0.02788947 0.18520796 0.01479063 0.03118138 0.
 0.00220486 0.         0.01870883 0.07685933 0.00697237 0.1014234
 0.09775829 0.12472552 0.0809255  0.04409713 0.         0.02987531
 0.00804835 0.         0.015434   0.03162342 0.15902504 0.04641404
 0.02204857 0.         0.02675718 0.01479063 0.         0.015434
 0.00697237 0.09042601 0.00986042 0.00440971 0.         0.        ]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.03581931 0.01688539 0.12815107
 0.         0.         0.         0.         0.         0.
 0.11036427 0.02532808 0.09077367 0.07905705 0.08306511 0.04426201
 0.12548125 0.01688539 0.09245462 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00377569 0.         0.03470758 0.04673481 0.19633572 0.10148805
 0.04538683 0.         0.00377569 0.1034256  0.03377077 0.18955678
 0.1362831  0.22276553 0.         0.01067926 0.         0.02265412
 0.3171577  0.         0.03470758 0.03232223 0.03775687 0.04076493
 0.13349069 0.01688539 0.41583885 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00266981 0.         0.27184946 0.08357839
 0.03737739 0.         0.         0.         0.         0.
 0.         0.         0.03232223 0.01601888 0.         0.
 0.23108682 0.04221346 0.08543404 0.00596989 0.0566353  0.02038246
 0.06941516 0.01688539 0.1220474  0.14908992 0.00844269 0.0186887
 0.         0.00377569 0.         0.04271702 0.01688539 0.17613244
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02642981 0.         0.
 0.         0.         0.26309921 0.2696512  0.         0.02642981
 0.14327724 0.05909885 0.22426437 0.02882515 0.07551374 0.02882515
 0.05339628 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01794666 0.         0.02791845
 0.03072692 0.         0.         0.00253804 0.         0.
 0.17520029 0.00802599 0.20050524 0.14423156 0.31227189 0.03972663
 0.06852711 0.01605198 0.17311439 0.05025065 0.         0.06091299
 0.11488169 0.26561058 0.07377802 0.08375536 0.         0.06936225
 0.09356661 0.00802599 0.0431467  0.0170257  0.10767996 0.06712907
 0.07360319 0.01605198 0.06218358 0.11151327 0.         0.12182598
 0.09550523 0.32303989 0.05577861 0.08883143 0.         0.10525557
 0.16477078 0.00802599 0.06345103 0.10920645 0.11844796 0.15128385
 0.19289112 0.01605198 0.20090808 0.04365445 0.00802599 0.04568474
 0.01370122 0.05383998 0.03072692 0.02791845 0.         0.04307199
 0.09148071 0.00802599 0.03807061 0.         0.         0.00802599
 0.01015216 0.01605198 0.05442245 0.01435733 0.         0.06345103
 0.11820617 0.35893321 0.10353123 0.08883143 0.         0.03438989
 0.         0.         0.07867927 0.15558203 0.16510928 0.
 0.00253804 0.         0.         0.00358933 0.         0.08121731
 0.18395819 0.13639462 0.         0.00253804 0.         0.00358933]",2
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02698639 0.         0.0367869
 0.05694785 0.27212831 0.         0.00282976 0.         0.00800377
 0.00800377 0.         0.09338213 0.21405068 0.1520717  0.
 0.         0.         0.01200566 0.01600755 0.         0.10187141
 0.18503394 0.19209057 0.         0.         0.         0.01600755
 0.12497992 0.01789698 0.11602021 0.09120649 0.12806038 0.
 0.06508451 0.00894849 0.08934035 0.06403019 0.         0.0367869
 0.03425865 0.02401132 0.         0.02546785 0.01789698 0.09734412
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05667583 0.         0.06791428
 0.08858554 0.10004717 0.02531015 0.07923332 0.         0.04299394
 0.24103465 0.00894849 0.09338213 0.07855141 0.01200566 0.05586222
 0.16978568 0.02684547 0.20604449 0.13130747 0.00894849 0.1980833
 0.17762077 0.22810755 0.01898262 0.06791428 0.01789698 0.12097804
 0.12395311 0.01789698 0.11602021 0.01265508 0.02401132 0.00632754
 0.01414881 0.         0.07035773 0.24931044 0.03579396 0.19525354
 0.12284419 0.12005661 0.05324126 0.10753093 0.00894849 0.19869013
 0.         0.         0.         0.         0.11205284 0.0737592
 0.08489284 0.00894849 0.01265508 0.01898262 0.00894849 0.05376547
 0.07484483 0.11205283 0.         0.0877226  0.         0.03731582
 0.08998977 0.00894849 0.11036069 0.01265508 0.12005661 0.09382745
 0.09621189 0.         0.06803208 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.         0.         0.02556005 0.03265943 0.08262255 0.01632972
 0.01095431 0.         0.         0.         0.         0.
 0.         0.11360601 0.02449457 0.01095431 0.         0.
 0.05415305 0.         0.1131945  0.03265943 0.13426164 0.16667914
 0.08763445 0.         0.00516391 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.25638351 0.01154685 0.08398301 0.02449457 0.00516391 0.
 0.24464616 0.03464056 0.27055027 0.         0.         0.01460574
 0.04420628 0.24786767 0.06870085 0.04381723 0.         0.
 0.00516391 0.         0.02556005 0.03604143 0.         0.
 0.10589163 0.         0.01032782 0.00516391 0.         0.02921148
 0.06531886 0.32016238 0.11290714 0.03286292 0.         0.
 0.         0.         0.         0.         0.00516391 0.01154685
 0.06937727 0.         0.02449457 0.         0.         0.02921148
 0.04898914 0.30467065 0.06870085 0.14605742 0.0230937  0.04898914
 0.02065564 0.         0.01460574 0.02787657 0.1084421  0.30606197
 0.24099474 0.         0.0399863  0.00516391 0.         0.36514353
 0.19933857 0.15491728 0.         0.00365144 0.         0.00516391
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.11094741 0.00676922 0.02354677 0.00957312 0.13320066 0.02393281
 0.05779663 0.         0.06962762 0.00302729 0.         0.00214062
 0.         0.18769185 0.0977139  0.04281232 0.         0.00302729
 0.         0.         0.         0.         0.01210915 0.04704438
 0.02354677 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.23203892 0.01353844 0.02140616 0.         0.00302729 0.00478656
 0.03424985 0.02030766 0.23985276 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.08067453 0.00676922 0.09846832 0.08137156 0.32997437 0.06701187
 0.07492155 0.00676922 0.039846   0.04082852 0.01353844 0.07278093
 0.04027516 0.09687321 0.01914625 0.01926554 0.         0.03379143
 0.07110141 0.00676922 0.06207786 0.05463485 0.13320066 0.11323501
 0.17338988 0.02030766 0.13058492 0.11270668 0.         0.04495293
 0.01435969 0.15439169 0.18339096 0.16696802 0.         0.10616085
 0.15713348 0.         0.06207786 0.05661751 0.28759234 0.27994343
 0.34463914 0.02030766 0.16543859 0.06152828 0.00676922 0.02996862
 0.01634235 0.06054576 0.02871937 0.03424985 0.         0.06406431
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.05019588 0.         0.0406717  0.02789813 0.07265491 0.15829673
 0.19265542 0.00676922 0.07490544 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.03525186 0.01017969 0.0257528  0.00719813 0.04097245 0.00719813
 0.0225337  0.         0.04361809 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.0160955  0.03599063 0.07283992 0.00719813
 0.0032191  0.         0.         0.         0.         0.0032191
 0.         0.00910499 0.02159438 0.0193146  0.         0.
 0.00910499 0.         0.45067402 0.09234064 0.16388982 0.
 0.         0.         0.00910499 0.01365748 0.         0.1384213
 0.13851096 0.19120479 0.09234064 0.0289719  0.         0.01365748
 0.04626372 0.         0.17705051 0.36761599 0.2731497  0.03599063
 0.032191   0.         0.01820998 0.10618492 0.02035938 0.1094494
 0.         0.05462994 0.07074626 0.11266851 0.01017969 0.14143679
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01894875 0.         0.0547247
 0.06056657 0.         0.         0.         0.         0.00455249
 0.00455249 0.         0.1512977  0.2986163  0.12746986 0.
 0.0128764  0.         0.00455249 0.11264428 0.01017969 0.0740393
 0.06056657 0.02731497 0.         0.032191   0.01017969 0.12365613
 0.00455249 0.         0.1126685  0.22910504 0.1820998  0.
 0.0032191  0.         0.00455249 0.02159438 0.         0.1094494
 0.09234064 0.24128223 0.         0.0032191  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.09675104 0.         0.04039251
 0.0150534  0.03808242 0.06938828 0.40616912 0.02128872 0.08221263
 0.         0.         0.         0.         0.00317354 0.
 0.18401031 0.         0.025089   0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.08088336 0.         0.05834474 0.0301068  0.06981777 0.04222084
 0.04263654 0.00709624 0.05815362 0.00317354 0.         0.00448806
 0.0100356  0.2348416  0.07734543 0.14586184 0.02128872 0.05519579
 0.01586768 0.         0.01122014 0.         0.07299131 0.12666252
 0.22440282 0.         0.04361522 0.01269414 0.         0.00448806
 0.0100356  0.07616485 0.17304024 0.19747449 0.         0.01269414
 0.06184215 0.         0.08302904 0.08444167 0.20310625 0.04222084
 0.04712459 0.01419248 0.03911241 0.00634707 0.         0.07405293
 0.12544499 0.46333614 0.17060519 0.08527307 0.         0.02405901
 0.02723255 0.         0.02019625 0.0100356  0.15867676 0.14881216
 0.0718089  0.         0.03542388 0.         0.         0.
 0.         0.00634707 0.0050178  0.00224403 0.         0.
 0.06450069 0.         0.02019625 0.         0.         0.0050178
 0.00224403 0.00709624 0.03490889 0.01136487 0.         0.03141639
 0.07734543 0.21580039 0.0100356  0.00673208 0.         0.
 0.05579436 0.00709624 0.07405293 0.03426368 0.07299132 0.01211404
 0.03814848 0.00709624 0.06531497 0.         0.         0.00897611
 0.0200712  0.19675918 0.06523139 0.02917237 0.         0.        ]",5
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.0040383  0.         0.17989701 0.1367321  0.16153192 0.
 0.00285551 0.         0.         0.         0.         0.04568813
 0.10216176 0.27460427 0.         0.         0.         0.
 0.05784683 0.         0.04854363 0.04734057 0.08076596 0.
 0.01142203 0.01805982 0.04807874 0.13926811 0.00902991 0.13706439
 0.08829603 0.2503745  0.         0.00856652 0.         0.11372767
 0.         0.         0.04854363 0.00638511 0.         0.
 0.         0.         0.0040383  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.05249788 0.04095546
 0.04854363 0.         0.01277022 0.06057447 0.00902991 0.44545923
 0.1329918  0.25037448 0.07662132 0.04283262 0.         0.07907448
 0.0080766  0.         0.12278684 0.13937691 0.22614469 0.
 0.00285551 0.         0.01211489 0.02826809 0.         0.26270672
 0.23779835 0.07268937 0.         0.00285551 0.         0.02422979
 0.09954046 0.         0.08566524 0.         0.02422979 0.00902991
 0.01427754 0.00902991 0.04507661 0.02019149 0.         0.21987412
 0.31487346 0.05653617 0.         0.         0.         0.02422979
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2
"[0.         0.         0.0111726  0.02141373 0.14446113 0.04787472
 0.01755694 0.         0.         0.00451441 0.         0.00159609
 0.         0.09480262 0.09722775 0.0861886  0.00504726 0.00808337
 0.         0.         0.00957651 0.02141373 0.18960524 0.00713791
 0.00319217 0.         0.         0.00225721 0.         0.00159609
 0.         0.00902882 0.03716786 0.03990213 0.         0.00939512
 0.01128603 0.         0.00319217 0.         0.15348995 0.06571949
 0.03670996 0.00504726 0.03459067 0.15532143 0.01514179 0.09736119
 0.07581403 0.15348995 0.06510716 0.05107472 0.02018906 0.15080702
 0.05585097 0.         0.10055336 0.155197   0.23926375 0.14362416
 0.08299642 0.01009453 0.05490551 0.05490551 0.01514179 0.03351779
 0.03507721 0.01580044 0.00713791 0.01436477 0.00504726 0.07653211
 0.04682215 0.         0.03032562 0.02289204 0.20540567 0.20036875
 0.41019386 0.03028359 0.1240274  0.12109705 0.         0.10214944
 0.14596844 0.22346331 0.0936588  0.14524374 0.02523632 0.17426508
 0.13683804 0.01009453 0.07341991 0.04787472 0.28440787 0.04935303
 0.03511387 0.00504726 0.08199198 0.05716272 0.01009453 0.02713345
 0.00504726 0.0451441  0.04221512 0.07820817 0.00504726 0.08592723
 0.0481339  0.         0.01755694 0.00356895 0.02934367 0.03716786
 0.10853379 0.01514179 0.07930904 0.03364521 0.         0.19312629
 0.08590855 0.09931703 0.01932308 0.0430943  0.00504726 0.03459067
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2
